title,puNumber,show_start_date,type,film_studio,production_country,director,producer,age_restriction,refundable_support,nonrefundable_support,budget,financing_source,ratings,genres
Мне по кайфу,121027618,2018-12-06T12:00:00.000Z, Художественный,"Джей Ди Продюксьон, Ноу Мани Продюксьон, Арт Франс Синема, Хьюга Продюксьон, Канал +, Сине +, Уалд Банч, Национальный центр кинематографии, Банк Посталь Имаж 11, Софика Манон 8",Франция,"Бенуа Делепин, Гюстав Керверн","Бенуа Делепин, Марк Дюжарден, Гюстав Керверн",«16+» - для детей старше 16 лет,,,,,5.4,"драма,комедия"
Море соблазна,121027718,2019-01-24T12:00:00.000Z, Художественный,"Глобал Роад Интертейнмент, Ай Эм Глобал, Шубокс Филмз, Старлингз Интертейнмент",США,Стивен Найт,"Стивен Найт, Гай Хили, Грег Шапиро",«18+» - запрещено для детей,,,,,6.1,"триллер,драма,детектив"
Джон Леннон и Йоко Оно: Imagine,126002618,2018-11-29T12:00:00.000Z,Прочие,Йоко Филмз,США,"Джон Леннон, Йоко Оно","Джон Леннон, Йоко Оно",«16+» - для детей старше 16 лет,,,,,7.3,"документальный,музыка"
Хроники хищных городов,121027918,2018-12-06T12:00:00.000Z, Художественный,"Медиа Райт Кэпитал, Сколастик Продакшнз, Юниверсал Пикчерз ",США - Новая Зеландия,Кристиан Риверс,"Питер Джексон, Дебора Форте",«12+» - для детей старше 12 лет,,,,,6.2,"фантастика,фэнтези,боевик"
Эллиот,124004518,2018-11-29T12:00:00.000Z,Анимационный,Дабл Дач Интернэшнл,Канада,Дженнифер Весткотт,"Лукас Линетт-Креч, Майкл Эмерсон",«6+» - для детей старше 6 лет,,,,,7.9,"драма,музыка"
Последнее испытание,111023018,2018-11-29T12:00:00.000Z, Художественный,"ООО ""РФГ Корп"", ООО ""Стартфильм групп""",Россия,А.Петрухин,"ООО ""РФГ Корп"", ООО ""Стартфильм групп"", А.Петрухин, П.Черенков",«16+» - для детей старше 16 лет,,,,,6.1,"драма,боевик"
А.Адан. Жизель. Хореография Матса Эка,126002718,2018-11-27T12:00:00.000Z,Прочие,"Сверижес Телевижн А Бэ, Эр Эм Артс",Швеция,хореограф Матс Эк,Манс Ретерсвард,«18+» - запрещено для детей,,,,,,
П.И.Чайковский. Спящая красавица. Хореография Матса Эка,126002818,2018-11-27T12:00:00.000Z,Прочие,"Имидж Интертейнмент, Сверижес Телевижн А Бэ, Би-Би-Си, Райнер Моритц Ассоциэйц",Швеция,Гунилла Валлин. Хореограф Матс Эк,Кристина Хёрнблад,«18+» - запрещено для детей,,,,,,
Маша,111023118,2018-12-06T12:00:00.000Z, Художественный,Алина Мария Вадимовна,Россия,М.Алина,М.Алина,«12+» - для детей старше 12 лет,,,,,6.1,"драма,триллер"
МУЛЬТ в кино. Выпуск № 86,114008618,2018-12-08T12:00:00.000Z,Анимационный,"ООО ""Мульт в кино""",Россия,О.Семёнова,П.Смирнов,«0+» - для любой зрительской аудитории,,,,,,
Полицейский с рублевки. Новогодний беспредел,111023318,2018-12-20T12:00:00.000Z, Художественный,"ООО ""ЛЕГИО ФЕЛИКС"", ООО ""Ника ТВ""",Россия,И.Куликов,"И.Куликов, А.Семенов, ООО ""Ника ТВ""",«16+» - для детей старше 16 лет,,,,,5.8,"комедия,приключения"
Кроссворд,111023418,2018-12-05T12:00:00.000Z,Документальный,Данилина София Павловна,Россия,С.Данилина,М.Разбежкина,«12+» - для детей старше 12 лет,,,,,5.5,"криминал,детектив"
Три богатыря и наследница престола,114008818,2018-12-15T12:00:00.000Z,Анимационный,"ООО ""Студия анимационного кино ""Мельница""",Россия,К.Бронзит,"С.Сельянов, А.Боярский",«6+» - для детей старше 6 лет,115000000.0,0.0,185500705.0,Фонд кино,6.5,"мультфильм,приключения,семейный"
Скажи мне своё дерби имя,112014018,2018-12-07T12:00:00.000Z,Документальный,Броневицкая Оксана Григорьевна,Россия,О.Броневицкая,,«16+» - для детей старше 16 лет,,,,,,
Видно будет,112014218,2018-12-02T12:00:00.000Z,Документальный,"АНО ""Сибирская студия независимого кино""",Россия,В.Тертышный,У.Белецкая,«6+» - для детей старше 6 лет,,,,,6.4,драма
Сильная доля,112014118,2018-12-02T12:00:00.000Z,Документальный,"АНО ""Сибирская студия независимого кино""",Россия,В.Воронцов,У.Белецкая,«6+» - для детей старше 6 лет,,,,,,
Зима,111023518,2019-03-15T12:00:00.000Z, Художественный,"ООО ""КиноТрест""",Россия,С.Черников,"З.Болотаев, А.Плотников, Н.Агеев, А.Горский, П.Гудков, А.Агеев",«16+» - для детей старше 16 лет,0.0,25000000.0,39700000.0,Министерство культуры,5.2,"драма,криминал"
Интервью с Богом,121028018,2019-01-17T12:00:00.000Z, Художественный,"Эстет Филмз, Биг Индиа Пикчерз, Гивинг Филмз",США,Перри Лэнг,"Кен Агуадо, Фред Бернштейн, Рик Джексон",«16+» - для детей старше 16 лет,,,,,6.0,"драма,детектив"
Космос: На пути к познанию,124004618,2018-12-01T12:00:00.000Z,Анимационный,Креэйтив Плэнет Мачией Лиговски,Польша,Мачией Лиговски,Мачией Лиговски,«6+» - для детей старше 6 лет,,,,,,
Тайна семьи монстров,124004718,2019-01-10T12:00:00.000Z,Анимационный,"Анима Эстудиос, Дискрит Артс Продакшнз, Эфисайн",Индия - Мексика,Леопольдо Агиляр,"Алекс Гарсиа, Фернандо Де Фуэнтес, Хосе С. Гарсиа де Летона",«6+» - для детей старше 6 лет,,,,,5.1,"мультфильм,фэнтези,комедия"
"Импульсо - больше, чем фламенко",126002918,2018-12-13T12:00:00.000Z,Прочие,"Ле Фильм де ля Бютт, Жур Дё Фэт",Испания,Эмилио Бельмонте Молина,"Николас Лесулт, Софи де Хихес",«12+» - для детей старше 12 лет,,,,,,
Де фак-то,112014318,2018-12-04T12:00:00.000Z,Документальный,Обермаер Е.В.,"Россия, Австрия",Е.Обермаер (псевдоним Е.Шапиро-Обермаер),Е.Обермаер (псевдоним Е.Шапиро-Обермаер),«12+» - для детей старше 12 лет,,,,,6.4,документальный
Мэри Поппинс возвращается,121028118,2019-01-03T12:00:00.000Z, Художественный,"Лукамар Продакшнз, Марк Платт Продакшнз, Уолт Дисней Пикчерз",США,Роб Маршалл,"Джон ДеЛука, Роб Маршалл, Марк Платт",«6+» - для детей старше 6 лет,,,,,6.5,"мюзикл,фэнтези,комедия"
Пышка,121028218,2018-12-13T12:00:00.000Z, Художественный,"Си Оу Ти Эй Филмз, Экоу Филмз",США,Энн Флетчер,"Мохамед Аль-Рафи, Майкл Костиган, Кристин Хан",«16+» - для детей старше 16 лет,,,,,6.0,"комедия,драма"
Последняя милая Болгария,111023618,2019-06-01T12:00:00.000Z, Художественный,"ООО ""САГа""",Россия,А.Федорченко,"А.Савельев, А.Васильев",«18+» - запрещено для детей,,,,,,
До и После,112014418,2018-12-05T12:00:00.000Z,Документальный,,Россия,А.Новокреповская,А.Новокреповская,«6+» - для детей старше 6 лет,,,,,6.9,"драма,криминал,детектив"
Гости,111023818,2019-03-07T12:00:00.000Z, Художественный,"ООО ""Эмоушен Пикчерз""",Россия,Е.Абызов,"Г.Малков, В.Поляков, С.Агеев, О.Агеева",«16+» - для детей старше 16 лет,,,,,4.6,"триллер,ужасы,мелодрама"
Князь,113001818,2018-12-11T12:00:00.000Z,Научно-популярный,"""Студия ""Птица Феникс"" Татьяны Новиковой",Россия,Т.Новикова,Т.Новикова,«6+» - для детей старше 6 лет,,,,,7.2,"мультфильм,фэнтези,боевик"
Мысленный волк,111023718,2019-06-01T12:00:00.000Z, Художественный,"ООО САГа""",Россия,Валерия Гай Германика,"Андрей Савельев, Артем Васильев",«16+» - для детей старше 16 лет,,,,,5.3,"фэнтези,драма,фильм-нуар"
Близнецы,121028318,2018-12-06T12:00:00.000Z, Художественный,"Диджитал Интерференсе Продюксьон, Хадрон Филмс",Канада,Брэндон Кристенсен,"Крис Болл, Кертис Дэвид Хардер, Колин Минихан",«18+» - запрещено для детей,,,,,7.2,"комедия,криминал"
Моя заветная мечта,121028418,2018-12-05T12:00:00.000Z, Художественный,"Дойчефилм, Куко Клок Интертейнмент, Сенатор Филм, Риалто Филм, А Эр Дэ Дегето Филм",Германия,Себастиан Гробер,"Анатоль Нитке, Рауль Рейнерт",«12+» - для детей старше 12 лет,,,,,7.5,"драма,спорт"
От рабства к свободе,126003018,2018-12-05T12:00:00.000Z,Прочие,9.Док,Израиль,Аркадий Коган,"Юрий Каганович, Аркадий Коган, Александр Левин, Йона Френкель",«16+» - для детей старше 16 лет,,,,,,
Сын,126003318,2018-12-06T12:00:00.000Z,Прочие,"Пти а Пти Продюксьон, Сибериад, Студио И Дэ А",Франция - Россия,Александр Абатуров,"Александр Абатуров, Ребекка Узель",«18+» - запрещено для детей,,,,,5.1,ужасы
Ты никогда не будешь одинок,126003218,2018-12-05T12:00:00.000Z,Прочие,Флорианфилм ГмбХ,Германия,Андрэ Шефер,Марианна Шафер,«12+» - для детей старше 12 лет,,,,,7.7,"фантастика,боевик,драма"
Калмыцкий геше Нгаванг Вангьял,113002018,2018-12-05T12:00:00.000Z,Научно-популярный,,Россия,И.Долгина,И.Долгина,«12+» - для детей старше 12 лет,,,,,,
Вырваться. История любви,112014718,2018-12-05T12:00:00.000Z,Документальный,"Ассоциация киностудия ""Новый курс""",Россия,О.Аверкиева,В.Соколов,«16+» - для детей старше 16 лет,,,,,,
Я видел небо,113002118,2018-12-05T12:00:00.000Z,Научно-популярный,Паршина-Штайн Елена Леонидовна,Россия,Е.Паршина-Штайн (псевдоним Елена Штайн),Е.Паршина-Штайн (псевдоним Елена Штайн),«16+» - для детей старше 16 лет,,,,,7.6,"аниме,мультфильм,мелодрама"
Мой папа Чингисхан,112014918,2018-12-06T12:00:00.000Z,Документальный,,Россия,А.Сайфуллина,А.Сайфуллина,«12+» - для детей старше 12 лет,,,,,,
В плену города грёз,112014818,2018-12-06T12:00:00.000Z,Документальный,,Россия,В.Витовцев,О.Мичи,«18+» - запрещено для детей,,,,,7.9,"фантастика,боевик,триллер"
Последнее фото,112014518,2018-12-06T12:00:00.000Z,Документальный,,Россия,Е.Севастьянов,Е.Севастьянов,«18+» - запрещено для детей,,,,,,
Ничего личного,112014618,2018-12-06T12:00:00.000Z,Документальный,Милых Евгений Сергеевич,Россия,Е.Милых,Е.Милых,«16+» - для детей старше 16 лет,,,,,6.2,"триллер,мелодрама,комедия"
Аквамен,121028518,2018-12-13T12:00:00.000Z, Художественный,"Ди Си Комикс, Панорамик Пикчерз, Сафран Компани, Уорнер Бразерс",США - Австралия,Джеймс Ван,"Роб Кауэн, Питер Сафран",«12+» - для детей старше 12 лет,,,,,6.8,"фантастика,фэнтези,боевик"
Миа и белый лев,121028618,2018-12-20T12:00:00.000Z, Художественный,"Галатэ Фильм, Аутсайд Фильм, Фильм Африка Ворлдвайд, Эм Эс Фильм, Студио Каналь",Франция,Жиль Де Местр,"Катерин Камборд, Жиль Де Местр, Валентин Перрен, Стефан Симон, Николя Эльгози",«6+» - для детей старше 6 лет,,,,,7.3,"драма,приключения,семейный"
Петсон и Финдус. Лучшее на свете Рождество,121028718,2018-12-13T12:00:00.000Z, Художественный,"Централ Фильм, Трейдвинд Пикчерз, Сенатор Фильм, ЦДФ, Чимни",Германия,Али Самади Ахади,"Кристоф Арни, Хельмут Вебер, Томас Шпрингер",«6+» - для детей старше 6 лет,,,,,6.5,"семейный,мультфильм,комедия"
Стажер,121028818,2019-01-21T12:00:00.000Z, Художественный,"Уайлдсайд, Вижен Дистрибьюшн, Ски Синема",Италия,Валерио Аттаназио,"Лоренцо Гангаросса, Марио Джанани, Лоренцо Мьели",«16+» - для детей старше 16 лет,,,,,7.6,"мелодрама,комедия"
"Маша и Медведь. Серия ""Вот как бывает!""",124004818,2018-12-07T12:00:00.000Z,Анимационный,Анимаккорд Лтд,Республика Кипр,Владислав Байрамгулов,"Олег Кузовков, Дмитрий Ловейко, Марина Ратина",«0+» - для любой зрительской аудитории,,,,,1.7,"мультфильм,фэнтези,приключения"
"Маша и Медведь. Серия ""Случай на рыбалке""",124004918,2018-12-07T12:00:00.000Z,Анимационный,Анимаккорд Лтд,Республика Кипр,Наталья Малыгина,"Олег Кузовков, Дмитрий Ловейко, Марина Ратина",«0+» - для любой зрительской аудитории,,,,,,
Мой селфхарм,113001918,2018-12-06T12:00:00.000Z,Научно-популярный,,Россия,Я.Лаптев (псевдоним Яков Раскалов),Я.Лаптев (псевдоним Яков Раскалов),«18+» - запрещено для детей,,,,,,
Шаранавты. Герои космоса,114008918,2018-12-07T12:00:00.000Z,Анимационный,"ООО ""Сфера Продакшнс""",Россия,"Д.Резванов, О.Хружков, И.Вейштагин","А.Павлович, Д.Миронов",«0+» - для любой зрительской аудитории,,,,,,
Ёлки Последние,111023918,2018-12-10T12:00:00.000Z, Художественный,"ООО ""ТаББаК""",Россия,"Т.Бекмамбетов, А.Першин (псевдоним Ж.Крыжовников)  , А.Пармас, Е.Баранов, А.Котт","Т.Бекмамбетов, Г.Стрижевская",«6+» - для детей старше 6 лет,75000000.0,25000000.0,179708770.0,Фонд кино,6.9,комедия
Семь ужинов,111024018,2019-02-04T12:00:00.000Z, Художественный,"ООО ""Эмоушен Пикчерз""",Россия,К.Плетнёв,"В.Поляков, Г.Малков, К.Ёлкин",«12+» - для детей старше 12 лет,,,,,6.1,комедия
Обстоятельства места и времени,112015018,2018-12-12T12:00:00.000Z,Документальный,,Россия,Д.Кабаков,Д.Кабаков,«12+» - для детей старше 12 лет,,,,,,
Идеальная западня,121029018,2018-12-07T12:00:00.000Z, Художественный,Вольтедж Пикчерз,США,Джордж Рэтлифф,"Николя Картье, Аллан Мандельбаум",«18+» - запрещено для детей,,,,,5.5,триллер
Бамблби,121028918,2018-12-13T12:00:00.000Z, Художественный,"Оллспарк Пикчерз, Бэй Филмз, Ди Бонавентура Пикчерз, Хасбро, Парамаунт Пикчерз, Том ДеСанто/Дон Мерфи Продакшнз",США,Трэвис Найт,"Майкл Бэй, Том ДеСанто, Стивен Дэвис",«6+» - для детей старше 6 лет,,,,,6.5,"фантастика,боевик,приключения"
Человек-паук: Через вселенные,124005018,2018-12-12T12:00:00.000Z,Анимационный,"Коламбиа Пикчерз Корпорейшн, Лорд Миллер, Марвел Анимейшн, Марвел Интертейнмент, Паскаль Пикчерз, Сони Пикчерз Анимейшн, Сони Пикчерз Интертейнмент",США,"Боб Персичетти, Питер Рамси, Родни Ротман","Ави Арад, Фил Лорд, Кристофер Миллер, Эми Паскаль, Кристина Стейнберг",«6+» - для детей старше 6 лет,,,,,8.0,"мультфильм,фантастика,боевик"
Дом на воле,112015118,2018-12-07T12:00:00.000Z,Документальный,Якубсон Максим Феликсович,Россия,М.Якубсон,М.Якубсон,«12+» - для детей старше 12 лет,,,,,5.8,"мелодрама,комедия,криминал"
"Мы живем в России (серия 54 ""Архангельская область"")",114009018,2018-12-27T12:00:00.000Z,Анимационный,"ЗАО ""Аэроплан""",Россия,А.Почивалов,Ю.Софронова,«0+» - для любой зрительской аудитории,,,,,,
"Мы живем в России (серия 55 ""Республика Чувашия"")",114009118,2018-12-27T12:00:00.000Z,Анимационный,"ЗАО ""Аэроплан""",Россия,А.Почивалов,Ю.Софронова,«0+» - для любой зрительской аудитории,,,,,,
"Мы живем в России (серия 52 ""Республика Калмыкия"")",114009318,2018-12-27T12:00:00.000Z,Анимационный,"ЗАО ""Аэроплан""",Россия,А.Почивалов,Ю.Софронова,«0+» - для любой зрительской аудитории,,,,,,
"Мы живем в России (серия 53 ""Республика Карелия"")",114009218,2018-12-27T12:00:00.000Z,Анимационный,"ЗАО ""Аэроплан""",Россия,А.Почивалов,Ю.Софронова,«0+» - для любой зрительской аудитории,,,,,,
Гульназек - победитель дивов,114009418,2018-12-17T12:00:00.000Z,Анимационный,"ООО ""Кинофест""",Россия,Е.Ермолина,С.Бухараева,«6+» - для детей старше 6 лет,,,,,,
Балкон Европы,112015218,2018-12-20T12:00:00.000Z,Документальный,"АО ""ТПО ""СДФ""",Россия,Д.Цибаускайте (псевдоним - Дали Руст),"А.Тельнов, Д.Цибаускайте",«16+» - для детей старше 16 лет,,,,,,
Люблю,217001218,2019-01-14T12:00:00.000Z,Прочие,Круглов Алексей Владимирович,Россия,А.Круглов,А.Круглов,«12+» - для детей старше 12 лет,,,,,7.0,"мелодрама,комедия"
Исправленному верить,111024118,2018-12-12T12:00:00.000Z, Художественный,"ООО ""ТА ""ИРТЫШ""",Россия,Р.Янковский,"О.Серова, О.Земчугова",«12+» - для детей старше 12 лет,,,,,6.2,"детектив,мелодрама"
Воспитательница,121029118,2018-12-13T12:00:00.000Z, Художественный,"Фаркастер Филмз, Имаджинэйшн Парк Интертейнмент, Лайнер Филмз, Манхэттэн Продакшнз, Мэйвен Пикчерз, ПэйперЧейз Филмз, Пиа Прешэр, Пай Филмз, Студио Мао",США,Сара Коланджело,"Мэгги Джилленхол, Талия Клейнхендлер, Хандельсман-Керен",«18+» - запрещено для детей,,,,,6.6,драма
МУЛЬТ в кино. Выпуск № 87,114009518,2018-12-22T12:00:00.000Z,Анимационный,"ООО ""Мульт в кино"" ",Россия,О.Семёнова ,П.Смирнов,«0+» - для любой зрительской аудитории,,,,,,
Гринч,124005118,2018-12-13T12:00:00.000Z,Анимационный,"Юниверсал Пикчерз, Иллюминейшн, ПерфектВорлд Пикчерз",США - КНР,"Скотт Моужер, Ярроу Чейни","Одри Гейсел, Джанет Хили",«6+» - для детей старше 6 лет,,,,,6.8,"мультфильм,фэнтези,комедия"
Гринч. Желтый - хит сезона,124005218,2018-12-13T12:00:00.000Z,Анимационный,"Юниверсал Пикчерз, Иллюминейшн Интертейнмент, Перфект Ворлд Пикчерз",США - КНР,"Скотт Моужер, Ярроу Чейни","Одри Гейсел, Джанет Хили",«6+» - для детей старше 6 лет,,,,,6.8,"мультфильм,фэнтези,комедия"
Ныряльщица за жемчугом,111024318,2018-12-14T12:00:00.000Z, Художественный,"ООО ""ЭНЕРДЖИ ФИЛЬМ ПРОДАКШЕН""",Россия,Н.Микрюкова,В.Михайлов,«12+» - для детей старше 12 лет,,,,,6.5,детектив
Золотая парочка,111024418,2018-12-15T12:00:00.000Z, Художественный,"ООО ""ПРИОР Продакшн""",Россия,А.Силкин,Р.Павлючик,«12+» - для детей старше 12 лет,,,,,5.3,"детектив,мелодрама"
"Байконур. Падение ""Сатаны""",112015318,2018-04-12T12:00:00.000Z,Документальный,"ООО ""ТРК ""НИКА""",Россия,М.Васюнов,"С.Трубицин, А.Горчаков",«12+» - для детей старше 12 лет,,,,,,
Последняя капля,111024218,2018-12-10T12:00:00.000Z, Художественный,Ларин Олег Юрьевич,Россия,О.Ларин,"П.Маковкин, О.Ларин",«12+» - для детей старше 12 лет,,,,,6.5,"драма,комедия"
Фаворитка,121029218,2019-01-31T12:00:00.000Z, Художественный,"Фокс Сёрчлайт, Элемент Пикчерз, Скарлет Филмз, Филм Фо, Уайпойнт Интертейнмент",Ирландия - Великобритания - США,Йоргос Лантимос,"Дэниэл Баттсек, Дебора Дэвис, Кайт Коллинз",«18+» - запрещено для детей,,,,,7.3,"драма,комедия,биография"
Институт надежды,113002218,2018-12-17T12:00:00.000Z,Научно-популярный,"ООО ""ЕМГ""",Россия,Ю.Рыбакова,"К.Алехина, К.Павлова, Н.Субботин",«12+» - для детей старше 12 лет,,,,,7.3,драма
Артур Чилингаров. Монологи,112015418,2018-12-18T12:00:00.000Z,Документальный,"ООО Кинокомпания ""ТРИ ""А""""",Россия,"Ю.Бердников, А.Васин",Ю.Бердников,«12+» - для детей старше 12 лет,,,,,,
Чистая победа. Битва за Днепр,112015718,2018-11-18T12:00:00.000Z,Документальный,"ООО ""Краснодарская киностудия""",Россия,В.Тимощенко,В.Трояновский,«12+» - для детей старше 12 лет,,,,,,
Чистая победа. Освобождение Донбасса,112015518,2018-12-18T12:00:00.000Z,Документальный,"ООО ""Краснодарская киностудия""",Россия,В.Тимощенко,В.Трояновский,«12+» - для детей старше 12 лет,,,,,,
Унесенные призраками,124005318,2018-12-13T12:00:00.000Z,Анимационный,"Студио Гибли, Ниппон Телевижн Нетуорк, Дентсу Буэна Виста Хоум Интертейнмент, Тохокушинша Филм Корпорейшн, Мицубиши, Токума Шотен",Япония,Хаяо Миядзаки,Тосио Судзуки,«6+» - для детей старше 6 лет,,,,,8.4,"аниме,мультфильм,фэнтези"
Почему мы креативны?,126003418,2018-12-13T12:00:00.000Z,Прочие,Герман Васке Эмотионал Нетворк,Германия,Герман Васке,"Чарльз В.Бендер, Герман Васке",«18+» - запрещено для детей,,,,,7.1,документальный
Отравленная жизнь,111024518,2018-12-21T12:00:00.000Z, Художественный,"ООО ""СИГМА"" по заказу ООО ""МАРС МЕДИА ЭНТЕРТЕЙНМЕНТ""",Россия,Ю.Попович,"Р.Дишдишян, ООО ""МАРС МЕДИА ЭНТЕРТЕЙНМЕНТ""",«12+» - для детей старше 12 лет,,,,,6.4,детектив
О времени и о реке. Кубань,112015618,2018-12-26T12:00:00.000Z,Документальный,"ООО ""Краснодарская киностудия""",Россия,В.Тимощенко,В.Трояновский,«12+» - для детей старше 12 лет,,,,,6.2,"драма,мелодрама"
ВЫЖИТЬ И ПОБЕДИТЬ,112015818,2018-12-21T12:00:00.000Z,Документальный,"ООО ""Студия МАРАФОН-АРТ""",Россия,С.Раздорский,Е.Раздорская,«12+» - для детей старше 12 лет,,,,,6.8,"фантастика,боевик,триллер"
ЭКСПОЗИЦИЯ ВОЙНЫ,112015918,2018-12-21T12:00:00.000Z,Документальный,"ООО ""Киноконтест""",Россия,В.Сидоренко,В.Арцруни,«12+» - для детей старше 12 лет,,,,,6.4,военный
Я больше с собой не спорю,112024618,2018-12-20T12:00:00.000Z, Художественный,"ООО ""ПТ Театр ""Киноспектакль"" О.Лещинера""",Россия,О.Лещинер,"О.Лещинер, О.Ракитянский",«12+» - для детей старше 12 лет,,,,,3.9,"документальный,биография"
"Фиксики (серия ""Звезда"")",114009618,2018-12-21T12:00:00.000Z,Анимационный,"ЗАО ""Аэроплан""",Россия,А.Хачатурян,"Г.Васильев, М.Мэннис, И.Попов",«0+» - для любой зрительской аудитории,,,,,,
Зеленая книга,121029418,2019-01-10T12:00:00.000Z, Художественный,"Партисипант Медиа, ДримВоркс, Амблин Партнерс, Иннисфри Пикчерз, Весслер Интертейнмент",США,Питер Фаррелли,"Джим Бёрк, Брайан Хэйес Карри, Питер Фаррелли",«16+» - для детей старше 16 лет,,,,,8.3,"комедия,драма,биография"
Клод Моне: Магия воды и света,126003518,2018-12-20T12:00:00.000Z,Прочие,Балланди АртсНексо Диджитал,Италия,Джованни Троило,"Клаудио Монтефуско, Марио Палоски",«16+» - для детей старше 16 лет,,,,,,
Жил-был Дэдпул,121029318,2019-01-03T12:00:00.000Z, Художественный,ХХ Век Фокс,США,Дэвид Литч,"Лорен Шулер Доннер, Саймон Кинберг, Райан Рейнольдс",«16+» - для детей старше 16 лет,,,,,6.3,"комедия,боевик,фантастика"
За успех нашего безнадежного дела,126003618,2018-12-20T12:00:00.000Z,Прочие,Николя Милетич,Франция - Россия,"Евгений Голынкин, Николя Милетич",Елена Поляковская,«16+» - для детей старше 16 лет,,,,,,
Т-34,111024918,2018-12-21T12:00:00.000Z, Художественный,"ООО ""Кинокомпания МАРС-фильм"" по заказу ООО ""ММЕ"", ООО ""Амедиа Продакшн"" и АО ""Телекомпания""",Россия,А.Сидоров,"А.Златопольский, Р.Дишдишян, Л.Блаватник, Н.Яралова при участии Л.Верещагина, Н.Михалкова",«12+» - для детей старше 12 лет,60000000.0,120000000.0,563784717.0,Фонд кино,6.5,"драма,военный,боевик"
РУССКОЕ КРАТКОЕ. Выпуск 2,111024718,2019-01-10T12:00:00.000Z, Художественный,"ИП Рейльян К.Ю., ИП Кашляев В.В., ИП Волгин А.А., ИП Вилкова И.А., ИП Антонова М.В.",Россия,"А.Домогаров (младший), В.Кашляев, А.Волгин, И.Вилкова, И.Волкова","ООО Кинокомпания ""Пионер""",«18+» - запрещено для детей,,,,,5.7,"драма,комедия,ужасы"
У ангела ангина,111025018,2019-05-01T12:00:00.000Z, Художественный,"АО ""ВайТ Медиа"", ООО ""Централ Партнершип""",Россия,О.Карас,"Т.Вайнштейн, Ю.Сумачева, Р.Минасбекян",«16+» - для детей старше 16 лет,,,,,,
Аниматор,111024818,2018-12-26T12:00:00.000Z, Художественный,"ООО ""ФАВОРИТ МЕДИА""",Россия,"А.Чижиков, И.Чижиков","А.Чижиков, Н.Чижикова",«12+» - для детей старше 12 лет,,,,,,
1+1: Голливудская история,121029518,2018-12-20T12:00:00.000Z, Художественный,"Лантерн Интертейнмент, Вайнштейн Компани",США,Нил Бергер,"Тодд Блэк, Джейсон Блюменталь, Стив Тиш",«16+» - для детей старше 16 лет,,,,,6.1,"драма,комедия"
Две королевы,121029618,2019-01-17T12:00:00.000Z, Художественный,"Фокус Фьючерс, Перфект Ворлд Пикчерз, Воркин Тайтл Филм",Великобритания,Джози Рурк,"Тим Беван, Эрик Феллнер",«18+» - запрещено для детей,,,,,6.2,"драма,биография,история"
Любовь и прочий зоопарк,121029718,2018-12-27T12:00:00.000Z, Художественный,"Агат Фильм / Си, Ареми Продюксьон, Шелтер Прод., Национальный центр кинематографии, Ля Банк Посталь Имаж",Франция - Бельгия,Антони Кордье,Николас Бланк,«18+» - запрещено для детей,,,,,5.9,"мелодрама,комедия"
"Человек, время, место и снова человек",121029818,2018-12-20T12:00:00.000Z, Художественный,Файнкат,Республика Корея,Ким Ки Дук,"Ким Ки Дук, Ким Дон-ху",«18+» - запрещено для детей,,,,,6.1,триллер
Астерикс и тайное зелье,124005418,2019-01-17T12:00:00.000Z,Анимационный,М6,Франция,"Александр Астье, Луис Клиши",Александр Газула,«6+» - для детей старше 6 лет,,,,,7.2,"мультфильм,фэнтези"
Лили,111025118,2018-12-21T12:00:00.000Z, Художественный,"ООО ""ФАВОРИТ МЕДИА""",Россия,"А.Чижиков, И.Чижиков","А.Чижиков, Н.Чижикова",«12+» - для детей старше 12 лет,,,,,,
НОВОЕ КИНО,111025218,2018-12-21T12:00:00.000Z, Художественный,"ИП Карелина А.Ю., Московская школа нового кино, Филиппова А.В., Ланских Е.В.",Россия,"А.Карелина, А.Филиппова, Е.Ланских",,«16+» - для детей старше 16 лет,,,,,8.0,драма
Четверг,111025318,2018-12-28T12:00:00.000Z, Художественный,Мкртчян Сурен Суренович,Россия,С.Мкртчян,"М.Криштул, Г.Бадалян, С.Мкртчян",«12+» - для детей старше 12 лет,,,,,6.8,документальный
СЕРЕБРЯНЫЙ ВЕК,111025418,2019-01-10T12:00:00.000Z, Художественный,ИП Вайсман Анатолий Александрович,Россия,"В.Бек, И.Оганесов, А.Симакова, П.Сеплярский","Д.Рубежин, Л.Пятницкая, И.Оганесов, Ю.Цвитко, А.Трофимов, М.Миронова",«16+» - для детей старше 16 лет,,,,,,
Проклятый дом,121029918,2019-02-28T12:00:00.000Z, Художественный,Уан Бэд Хаус Филмз,США,Энди Миттон,"Майк Бек, Альваро Бакеро Бенедетти, Алекс Дрэйпер, Ричард В.Кинг, Энди Миттон",«18+» - запрещено для детей,,,,,5.3,"драма,ужасы"
МУЛЬТ в кино. Выпуск № 88,114009918,2019-01-05T12:00:00.000Z,Анимационный,"ООО ""Мульт в кино""",Россия,О Семёнова,П.Смирнов,«0+» - для любой зрительской аудитории,,,,,,
Снежная Королева: Зазеркалье,114010018,2018-12-21T12:00:00.000Z, Анимационный,"ООО ""ВИЗАРТ ФИЛЬМ""",Россия,"А.Цицилин, Роберт Ленс","ООО ""ВИЗАРТ ФИЛЬМ"", ООО ""Централ Партнершип""",«6+» - для детей старше 6 лет,60000000.0,60000000.0,356550000.0,Фонд кино,6.4,"мультфильм,комедия,приключения"
